id,tanggal,waktu,suhu,kelembaban,heat_index,deviasi,comfort_index,jumlah_orang,setting_ac,kondisi,catatan,status,created_at
229,2026-04-12,20:44:24,26.4,64.3,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 13:44:26.536575+00
230,2026-04-12,20:45:29,26.3,64.3,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 13:45:42.905663+00
231,2026-04-12,20:46:29,26.3,64.2,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 13:46:30.917548+00
232,2026-04-12,20:47:29,26.2,64.4,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:47:31.066386+00
233,2026-04-12,20:48:29,26.2,64.4,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:48:30.938329+00
234,2026-04-12,20:49:29,26.2,64.4,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:49:31.117245+00
235,2026-04-12,20:50:29,26.2,64.3,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:50:31.114229+00
236,2026-04-12,20:51:29,26.2,64.3,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:51:30.89588+00
237,2026-04-12,20:52:29,26.3,64.2,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 13:52:30.880676+00
238,2026-04-12,20:53:29,26.2,64,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:53:30.906781+00
239,2026-04-12,20:55:29,26.2,64,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:55:33.69245+00
240,2026-04-12,20:56:29,26.2,64.1,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:56:30.895754+00
241,2026-04-12,20:57:29,26.2,64.3,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:57:30.890883+00
242,2026-04-12,20:58:29,26.2,64.3,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:58:30.915388+00
243,2026-04-12,20:59:29,26.2,64.2,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 13:59:30.935651+00
244,2026-04-12,21:00:29,26.2,64.5,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:00:30.855863+00
245,2026-04-12,21:01:30,26.3,66.6,27.6,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:01:31.449522+00
246,2026-04-12,21:02:30,26.4,65.7,27.7,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:02:31.537156+00
247,2026-04-12,21:03:30,26.5,65.1,27.8,2.5,95,2,24,",",",",HANGAT,2026-04-12 14:03:31.558158+00
248,2026-04-12,21:04:30,26.4,64.2,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:04:31.678495+00
249,2026-04-12,21:05:31,26.3,64.5,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:05:32.180802+00
250,2026-04-12,21:06:31,26.3,64.9,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:06:32.241009+00
251,2026-04-12,21:07:31,26.2,65.5,27.4,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:07:32.223416+00
252,2026-04-12,21:08:31,26.2,65.6,27.4,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:08:32.259525+00
253,2026-04-12,21:09:31,26.2,65.7,27.4,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:09:32.167413+00
254,2026-04-12,21:10:31,26.3,66.7,27.6,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:10:32.201877+00
255,2026-04-12,21:11:31,26.3,66.4,27.6,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:11:32.31341+00
256,2026-04-12,21:12:31,26.3,65.5,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:12:32.139163+00
257,2026-04-12,21:13:31,26.3,65.2,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:13:32.244714+00
258,2026-04-12,21:14:31,26.3,64.3,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:14:32.208665+00
259,2026-04-12,21:15:31,26.3,63.9,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:15:32.205118+00
260,2026-04-12,21:16:31,26.3,63.6,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:16:34.219952+00
261,2026-04-12,21:17:31,26.2,64.1,27.3,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:17:32.1271+00
262,2026-04-12,21:18:31,26.2,65.6,27.4,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:18:32.149388+00
263,2026-04-12,21:19:31,26.3,66.7,27.6,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:19:41.197388+00
264,2026-04-12,21:20:31,26.3,67,27.6,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:20:32.438528+00
265,2026-04-12,21:21:31,26.4,66.9,27.7,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:21:32.638426+00
266,2026-04-12,21:22:31,26.4,66.2,27.7,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:22:32.25167+00
267,2026-04-12,21:24:31,26.4,65.4,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:24:32.29951+00
268,2026-04-12,21:25:31,26.4,65.4,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:25:35.403822+00
269,2026-04-12,21:26:31,26.3,65,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:26:32.282935+00
270,2026-04-12,21:27:31,26.4,65.5,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:27:32.442291+00
271,2026-04-12,21:28:31,26.4,65.2,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:28:32.819517+00
272,2026-04-12,21:29:31,26.4,64.6,27.6,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:29:32.890949+00
273,2026-04-12,21:30:32,26.3,64.3,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:30:33.499772+00
274,2026-04-12,21:31:32,26.3,64.5,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:31:33.704387+00
275,2026-04-12,21:32:32,26.3,65,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:32:33.50163+00
276,2026-04-12,21:33:33,26.3,64.7,27.5,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:33:34.040495+00
277,2026-04-12,21:34:33,26.3,64.1,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:34:34.330389+00
278,2026-04-12,21:35:33,26.3,63.6,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:35:34.09487+00
279,2026-04-12,21:36:33,26.3,63.2,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:36:43.542086+00
280,2026-04-12,21:37:33,26.3,63.1,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:37:34.033394+00
281,2026-04-12,21:38:33,26.3,62.7,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:38:34.378043+00
282,2026-04-12,21:39:33,26.4,63,27.5,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:39:34.031166+00
283,2026-04-12,21:40:33,26.4,63.5,27.5,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:40:34.139592+00
284,2026-04-12,21:41:33,26.6,64.4,27.9,2.6,94,2,24,",",",",HANGAT,2026-04-12 14:41:34.076847+00
285,2026-04-12,21:42:33,26.5,64.3,27.7,2.5,95,2,24,",",",",HANGAT,2026-04-12 14:42:34.319638+00
286,2026-04-12,21:43:33,26.5,63.8,27.7,2.5,95,2,24,",",",",HANGAT,2026-04-12 14:43:34.342027+00
287,2026-04-12,21:44:33,26.4,63.4,27.5,2.4,96,2,24,",",",",HANGAT,2026-04-12 14:44:34.345485+00
288,2026-04-12,21:45:34,26.3,63.2,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:45:35.63492+00
289,2026-04-12,21:46:34,26.3,62.7,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:46:35.595369+00
290,2026-04-12,21:47:34,26.3,62.6,27.4,2.3,97,2,24,",",",",HANGAT,2026-04-12 14:47:35.604999+00
291,2026-04-12,21:48:34,26.2,62.4,27.2,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:48:35.606086+00
292,2026-04-12,21:49:34,26.2,62,27.2,2.2,98,2,24,",",",",HANGAT,2026-04-12 14:49:35.659004+00
293,2026-04-12,21:50:34,26.1,61.8,27.1,2.1,99,2,24,",",",",HANGAT,2026-04-12 14:50:35.588036+00
294,2026-04-12,21:51:34,26.1,61.8,27.1,2.1,99,2,24,",",",",HANGAT,2026-04-12 14:51:35.628168+00
295,2026-04-12,21:52:35,26,61.6,27,2,100,2,24,",",",",NYAMAN,2026-04-12 14:52:36.254224+00
296,2026-04-12,21:53:35,26,61.8,27,2,100,2,24,",",",",NYAMAN,2026-04-12 14:53:36.796079+00
297,2026-04-12,21:54:35,26,61.4,27,2,100,2,24,",",",",NYAMAN,2026-04-12 14:54:36.261021+00
298,2026-04-12,21:55:35,26,61,27,2,100,2,24,",",",",NYAMAN,2026-04-12 14:55:36.271627+00
299,2026-04-12,21:56:35,26,60.7,27,2,100,2,24,",",",",NYAMAN,2026-04-12 14:56:36.817794+00
300,2026-04-12,21:57:35,25.9,60.6,26.8,1.9,100,2,24,",",",",NYAMAN,2026-04-12 14:57:38.382674+00
301,2026-04-12,21:58:35,25.9,60.6,26.8,1.9,100,2,24,",",",",NYAMAN,2026-04-12 14:58:36.396048+00
302,----/--/--,--:--:--,25.9,67.5,27.1,1.9,100,2,24,",",",",NYAMAN,2026-04-13 00:41:27.554371+00
303,----/--/--,--:--:--,25.7,67.5,26.1,1.7,100,2,24,",",",",NYAMAN,2026-04-13 00:42:29.859002+00
304,----/--/--,--:--:--,25.7,67.9,26.1,1.7,100,2,24,",",",",NYAMAN,2026-04-13 00:43:32.576409+00
305,----/--/--,--:--:--,25.7,67.7,26.1,1.7,100,2,24,",",",",NYAMAN,2026-04-13 00:44:43.532909+00
306,----/--/--,--:--:--,25.7,67.7,26.1,1.7,100,2,24,",",",",NYAMAN,2026-04-13 00:45:49.982375+00
307,----/--/--,--:--:--,25.7,68.7,26.8,1.7,100,2,24,",",",",NYAMAN,2026-04-13 00:46:52.405326+00
308,----/--/--,--:--:--,25.8,68.2,27,1.8,100,2,24,",",",",NYAMAN,2026-04-13 00:47:58.693626+00
309,----/--/--,--:--:--,25.8,67.9,27,1.8,100,2,24,",",",",NYAMAN,2026-04-13 00:49:04.509115+00
310,----/--/--,--:--:--,25.8,67.5,26.9,1.8,100,2,24,",",",",NYAMAN,2026-04-13 00:50:17.834416+00
311,----/--/--,--:--:--,25.8,68.4,27,-0.2,100,25,26,",",",",NYAMAN,2026-04-13 00:52:39.437119+00
312,----/--/--,--:--:--,25.9,67.9,27.1,-0.1,100,25,26,",",",",NYAMAN,2026-04-13 00:53:54.692387+00
313,----/--/--,--:--:--,25.9,66.8,27,-0.1,100,25,26,",",",",NYAMAN,2026-04-13 00:58:59.549904+00
314,----/--/--,--:--:--,25.8,67.1,26.9,-0.2,100,25,26,",",",",NYAMAN,2026-04-13 01:00:07.794457+00
315,----/--/--,--:--:--,25.7,67.3,26.1,-0.3,100,25,26,",",",",NYAMAN,2026-04-13 01:01:05.71465+00
316,----/--/--,--:--:--,25.6,67.3,26,-0.4,100,25,26,",",",",NYAMAN,2026-04-13 01:02:15.266676+00
317,----/--/--,--:--:--,25.6,67.4,26,-0.4,100,25,26,",",",",NYAMAN,2026-04-13 01:03:22.441887+00
318,----/--/--,--:--:--,26.1,68,27.4,0.1,99,25,26,",",",",HANGAT,2026-04-13 01:04:32.556022+00
319,----/--/--,--:--:--,26.1,68.4,27.4,0.1,99,25,26,",",",",HANGAT,2026-04-13 01:05:33.505776+00
320,----/--/--,--:--:--,26.4,68.6,27.8,0.4,96,25,26,",",",",HANGAT,2026-04-13 01:06:44.309825+00
321,----/--/--,--:--:--,27,65.6,28.5,1,90,25,26,",",",",HANGAT,2026-04-13 01:08:41.046786+00
322,----/--/--,--:--:--,27.1,63.3,28.5,1.1,89,25,26,",",",",HANGAT,2026-04-13 01:16:21.128569+00
323,----/--/--,06.48.59,27.1,63.3,28.5,1.1,89,6,26,Jendela Terbuka,-(req),HANGAT,2026-04-13 23:49:00.154303+00
324,----/--/--,06.49.16,27.1,63.3,28.5,1.1,89,6,26,Jendela Terbuka,-(req),HANGAT,2026-04-13 23:49:16.256974+00
325,----/--/--,06.57.14,27.1,63.3,28.5,1.1,89,6,26,Jendela Terbuka,-(req),HANGAT,2026-04-13 23:57:14.442248+00
326,----/--/--,06.57.27,27.1,63.3,28.5,1.1,89,8,26,Jendela Terbuka,-(req),HANGAT,2026-04-13 23:57:27.978704+00
327,----/--/--,06.59.55,27.1,63.3,28.5,1.1,89,10,26,Jendela Terbuka,-(req),HANGAT,2026-04-13 23:59:55.368056+00
328,----/--/--,07.01.14,27.1,63.3,28.5,1.1,89,12,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:01:15.218394+00
329,----/--/--,07.06.35,27.1,63.3,28.5,1.1,89,14,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:06:36.154553+00
330,----/--/--,07.06.54,27.1,63.3,28.5,1.1,89,16,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:06:54.322408+00
331,----/--/--,07.08.16,27.1,63.3,28.5,1.1,89,19,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:08:16.403122+00
332,----/--/--,07.08.20,27.1,63.3,28.5,1.1,89,20,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:08:20.383554+00
333,----/--/--,07.08.36,27.1,63.3,28.5,1.1,89,21,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:08:36.652989+00
334,----/--/--,07.09.25,27.1,63.3,28.5,1.1,89,22,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:09:26.047039+00
335,----/--/--,07.11.43,27.1,63.3,28.5,1.1,89,23,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:11:44.092456+00
336,----/--/--,07.17.18,27.1,63.3,28.5,1.1,89,24,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:17:18.884172+00
337,----/--/--,07.19.07,27.1,63.3,28.5,1.1,89,25,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:19:08.236543+00
338,----/--/--,07.27.17,27.1,63.3,28.5,1.1,89,26,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 00:27:17.387309+00
339,----/--/--,08.40.00,27.1,63.3,28.5,1.1,89,26,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 01:40:00.860453+00
340,----/--/--,16.10.43,27.1,63.3,28.5,1.1,89,1,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 09:10:42.664926+00
341,----/--/--,16.20.33,27.1,63.3,28.5,1.1,89,1,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 09:20:32.199642+00
342,----/--/--,16.37.15,27.1,63.3,28.5,1.1,89,1,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 09:37:14.152789+00
343,----/--/--,17.44.32,27.1,63.3,28.5,1.1,89,1,26,Jendela Terbuka,-(req),HANGAT,2026-04-14 10:44:31.183466+00
344,----/--/--,17.44.58,27.1,63.3,28.5,6.1,89,1,21,AC Menyala,-(req),HANGAT,2026-04-14 10:44:57.085146+00
345,----/--/--,17.45.13,27.1,63.3,28.5,1.1,89,1,26,AC Menyala,-(req),HANGAT,2026-04-14 10:45:12.92927+00
346,----/--/--,06.53.19,27.1,63.3,28.5,6.1,89,9,21,AC Menyala,-(req),HANGAT,2026-04-14 23:53:20.203073+00
347,----/--/--,06.53.36,27.1,63.3,28.5,6.1,89,10,21,AC Menyala,-(req),HANGAT,2026-04-14 23:53:36.517074+00
348,----/--/--,07.01.16,27.1,63.3,28.5,6.1,89,12,21,AC Menyala,-(req),HANGAT,2026-04-15 00:01:16.472878+00
349,----/--/--,07.01.17,27.1,63.3,28.5,6.1,89,12,21,AC Menyala,-(req),HANGAT,2026-04-15 00:01:17.841772+00
350,----/--/--,07.05.44,27.1,63.3,28.5,6.1,89,14,21,AC Menyala,-(req),HANGAT,2026-04-15 00:05:44.303058+00
351,----/--/--,07.07.56,27.1,63.3,28.5,6.1,89,17,21,AC Menyala,-(req),HANGAT,2026-04-15 00:07:56.735221+00
352,----/--/--,07.08.12,27.1,63.3,28.5,6.1,89,18,21,AC Menyala,-(req),HANGAT,2026-04-15 00:08:12.737854+00
353,----/--/--,07.08.58,27.1,63.3,28.5,6.1,89,19,21,AC Menyala,-(req),HANGAT,2026-04-15 00:08:59.025411+00
354,----/--/--,07.55.26,27.1,63.3,28.5,6.1,89,23,21,AC Menyala,-(req),HANGAT,2026-04-15 00:55:26.374019+00
355,----/--/--,08.56.21,27.1,63.3,28.5,6.1,89,25,21,AC Menyala,-(req),HANGAT,2026-04-15 01:56:21.798459+00
356,----/--/--,07.10.46,27.1,63.3,28.5,10.1,89,8,17,AC Menyala,-(req),HANGAT,2026-04-16 00:10:45.015442+00
357,----/--/--,07.22.40,27.1,63.3,28.5,10.1,89,12,17,AC Menyala,-(req),HANGAT,2026-04-16 00:22:39.108765+00
358,----/--/--,07.40.01,27.1,63.3,28.5,10.1,89,22,17,AC Menyala,-(req),HANGAT,2026-04-16 00:40:00.1741+00
359,----/--/--,07.40.29,27.1,63.3,28.5,10.1,89,24,17,AC Menyala,-(req),HANGAT,2026-04-16 00:40:28.240002+00
360,----/--/--,07.51.11,27.1,63.3,28.5,10.1,89,25,17,AC Menyala,-(req),HANGAT,2026-04-16 00:51:11.795678+00
361,----/--/--,07.53.15,27.1,63.3,28.5,10.1,89,25,17,AC Menyala,-(req),HANGAT,2026-04-16 00:53:14.551717+00
362,----/--/--,09.46.29,27.1,63.3,28.5,10.1,89,25,17,AC Menyala,-(req),HANGAT,2026-04-16 02:46:28.474597+00
363,----/--/--,20.38.22,27.1,63.3,28.5,11.1,89,1,16,AC Menyala,-(req),HANGAT,2026-04-18 13:38:21.009035+00
364,----/--/--,20.38.33,27.1,63.3,28.5,11.1,89,1,16,AC Menyala,-(req),HANGAT,2026-04-18 13:38:32.164016+00
365,----/--/--,20.38.52,27.1,63.3,28.5,11.1,89,1,16,AC Menyala,-(req),HANGAT,2026-04-18 13:38:50.813634+00
366,----/--/--,20.39.09,27.1,63.3,28.5,11.1,89,1,16,AC Menyala,-(req),HANGAT,2026-04-18 13:39:08.232183+00
367,----/--/--,04.45.49,27.1,63.3,28.5,11.1,89,1,16,AC Menyala,-(req),HANGAT,2026-04-18 21:45:47.719595+00
368,----/--/--,05.05.40,27.1,63.3,28.5,11.1,89,1,16,AC Menyala,-(req),HANGAT,2026-04-18 22:05:38.318448+00
369,2026-05-17,22:11:05,27.4,60.7,28.7,1.4,86,6,26,",",",",HANGAT,2026-05-17 15:11:06.066188+00
370,2026-05-17,22:12:05,27.1,61.4,28.3,1.1,89,6,26,",",",",HANGAT,2026-05-17 15:12:06.068048+00
371,2026-05-17,22:13:05,26.9,61.9,28.1,0.9,91,6,26,",",",",HANGAT,2026-05-17 15:13:06.08534+00
372,2026-05-17,22:15:28,27.3,61.9,28.6,1.3,87,6,26,",",",",HANGAT,2026-05-17 15:15:29.828868+00
373,2026-05-17,22:16:28,27.5,70.5,29.8,1.5,84,6,26,",",",",HANGAT,2026-05-17 15:16:29.862212+00
374,2026-05-17,22:17:28,28,71.4,30.9,2,76,6,26,",",",",HANGAT,2026-05-17 15:17:29.827596+00
375,2026-05-17,22:18:28,28.1,64.2,30.1,2.1,79,6,26,",",",",HANGAT,2026-05-17 15:18:29.845929+00
376,2026-05-17,22:19:28,27.8,61.4,29.3,1.8,82,6,26,",",",",HANGAT,2026-05-17 15:19:29.834083+00
377,2026-05-17,22:20:28,27.3,60.8,28.5,1.3,87,6,26,",",",",HANGAT,2026-05-17 15:20:29.876934+00
378,2026-05-17,22:21:30,27.1,61.5,28.3,1.1,89,6,26,",",",",HANGAT,2026-05-17 15:21:31.287+00
379,2026-05-17,22:22:30,27.1,63.9,28.5,1.1,89,6,26,",",",",HANGAT,2026-05-17 15:22:31.255069+00
380,2026-05-17,22:23:39,27,62.5,28.3,1,90,6,26,",",",",HANGAT,2026-05-17 15:23:40.758828+00
381,2026-05-17,22:26:15,26.8,62,28,0.8,92,6,26,",",",",HANGAT,2026-05-17 15:26:17.892191+00
382,----/--/--,--:--:--,27.6,71.8,30.1,3.6,79,6,26,",",",",HANGAT,2026-05-18 02:05:52.398539+00
383,2026-05-18,09:07:13,27.5,72.5,30,1.5,77,6,26,",",",",HANGAT,2026-05-18 02:07:14.938574+00
384,2026-05-18,09:08:13,27.5,71.2,29.9,1.5,81,6,26,",",",",HANGAT,2026-05-18 02:08:14.987237+00
385,2026-05-18,09:09:13,27.4,73.1,29.9,1.4,77,6,26,",",",",HANGAT,2026-05-18 02:09:14.862713+00
386,2026-05-18,09:10:13,27.4,71.8,29.7,1.4,81,6,26,",",",",HANGAT,2026-05-18 02:10:15.0017+00
387,2026-05-18,09:11:13,27.3,72.9,29.7,1.3,78,6,26,",",",",HANGAT,2026-05-18 02:11:14.997366+00
388,2026-05-18,09:14:17,27.2,71.9,29.4,1.2,82,6,26,",",",",HANGAT,2026-05-18 02:14:19.62518+00
389,2026-05-18,09:15:33,27.2,70,29.2,1.2,88,6,26,",",",",HANGAT,2026-05-18 02:15:36.315716+00
390,2026-05-18,09:20:08,27,69,28.8,1,90,6,26,",",",",HANGAT,2026-05-18 02:20:19.333279+00
391,2026-05-18,09:21:21,26.9,69.1,28.6,0.9,91,6,26,",",",",HANGAT,2026-05-18 02:21:34.707376+00
392,2026-05-18,09:23:50,26.9,69,28.6,0.9,91,6,26,",",",",HANGAT,2026-05-18 02:23:51.753531+00
393,2026-05-18,09:24:54,27.1,76.9,29.7,1.1,68,6,26,",",",",HANGAT,2026-05-18 02:25:02.050993+00
394,2026-05-18,09:25:54,27.3,70.8,29.5,1.3,85,6,26,",",",",HANGAT,2026-05-18 02:25:56.328434+00
395,2026-05-18,09:26:54,27.4,69.9,29.5,1.4,86,6,26,",",",",HANGAT,2026-05-18 02:26:56.174159+00
396,2026-05-18,09:27:54,27.6,69.3,29.8,1.6,84,6,26,",",",",HANGAT,2026-05-18 02:28:02.437975+00
397,2026-05-18,09:28:54,27.9,71,30.6,1.9,78,6,26,",",",",HANGAT,2026-05-18 02:28:56.338731+00
398,2026-05-18,09:29:55,27.5,68,29.5,1.5,85,6,26,",",",",HANGAT,2026-05-18 02:29:56.963233+00
399,2026-05-18,09:30:56,27.3,67.7,29.2,1.3,87,6,26,",",",",HANGAT,2026-05-18 02:30:57.822735+00
400,2026-05-18,09:31:56,27.2,68,29,1.2,88,6,26,",",",",HANGAT,2026-05-18 02:31:57.89275+00
401,2026-05-18,09:32:56,27.2,67.9,29,1.2,88,6,26,",",",",HANGAT,2026-05-18 02:32:58.036649+00
402,2026-05-18,09:33:56,27.1,67.6,28.8,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:33:58.04137+00
403,2026-05-18,09:34:56,27.1,68,28.9,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:34:58.152682+00
404,2026-05-18,09:35:56,27.1,68.1,28.9,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:35:58.046999+00
405,2026-05-18,09:36:56,27.1,67.7,28.8,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:36:58.118669+00
406,2026-05-18,09:37:56,27,68.1,28.7,1,90,6,26,",",",",HANGAT,2026-05-18 02:37:57.974116+00
407,2026-05-18,09:38:56,27.1,67.6,28.8,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:38:58.040683+00
408,2026-05-18,09:39:56,27.1,67.3,28.8,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:39:58.134431+00
409,2026-05-18,09:40:56,27.1,67,28.8,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:40:58.063717+00
410,2026-05-18,09:41:56,27.1,66.5,28.7,1.1,89,6,26,",",",",HANGAT,2026-05-18 02:41:57.986801+00
411,2026-05-18,09:42:59,27,66.4,28.6,1,90,6,26,",",",",HANGAT,2026-05-18 02:43:00.746878+00
412,2026-05-18,09:45:33,27,67.3,28.6,1,90,6,26,",",",",HANGAT,2026-05-18 02:45:34.727071+00
413,2026-05-18,09:46:33,27.6,66.3,29.5,1.6,84,6,26,",",",",HANGAT,2026-05-18 02:46:34.601869+00
414,2026-05-18,09:47:33,27.5,65.2,29.2,1.5,85,6,26,",",",",HANGAT,2026-05-18 02:47:34.778373+00
415,2026-05-18,09:48:36,27.2,65.2,28.8,1.2,88,6,26,",",",",HANGAT,2026-05-18 02:48:37.87264+00
416,2026-05-18,09:49:36,27.6,69.3,29.8,1.6,84,6,26,",",",",HANGAT,2026-05-18 02:49:37.747274+00
417,2026-05-18,09:50:36,29.2,62.4,31.8,3.2,68,6,26,",",",",HANGAT,2026-05-18 02:50:37.798704+00
418,2026-05-18,09:51:43,28.6,61.5,30.6,2.6,74,6,26,",",",",HANGAT,2026-05-18 02:51:44.868775+00
419,2026-05-18,09:52:43,28,63.2,29.8,2,80,6,26,",",",",HANGAT,2026-05-18 02:52:44.621131+00
420,2026-05-18,09:53:43,27.8,63,29.5,1.8,82,6,26,",",",",HANGAT,2026-05-18 02:53:44.484004+00
421,2026-05-18,09:54:43,27.6,63.9,29.3,1.6,84,6,26,",",",",HANGAT,2026-05-18 02:54:45.666073+00
422,2026-05-18,09:55:43,27.6,63.8,29.2,1.6,84,6,26,",",",",HANGAT,2026-05-18 02:55:45.221427+00
423,2026-05-18,15:37:02,28.9,64.4,31.6,2.9,71,6,26,",",",",HANGAT,2026-05-18 08:37:02.999334+00
424,2026-05-18,15:38:02,29,64.3,31.7,3,70,6,26,",",",",HANGAT,2026-05-18 08:38:09.229439+00
425,2026-05-18,15:39:18,29,64.1,31.7,3,70,6,26,",",",",HANGAT,2026-05-18 08:39:19.095236+00
426,2026-05-18,15:40:18,29.1,63.8,31.8,3.1,69,6,26,",",",",HANGAT,2026-05-18 08:40:19.089446+00
427,2026-05-18,15:41:18,29.2,64.9,32.2,3.2,68,6,26,",",",",HANGAT,2026-05-18 08:41:19.224402+00
428,2026-05-18,15:42:18,29.1,64.3,31.9,3.1,69,6,26,",",",",HANGAT,2026-05-18 08:42:19.427476+00
429,2026-05-20,22:05:00,31.9,78,43.2,5.9,17,6,26,",",",",HANGAT,2026-05-20 15:05:01.706453+00
430,2026-05-20,22:06:01,31.7,77.7,42.4,5.7,20,6,26,",",",",HANGAT,2026-05-20 15:06:02.172648+00
431,2026-05-20,22:07:01,31.7,77.8,42.4,5.7,20,6,26,",",",",HANGAT,2026-05-20 15:07:02.085495+00
432,2026-05-20,22:08:01,31.7,78.5,42.7,5.7,17,6,26,",",",",HANGAT,2026-05-20 15:08:02.088958+00
433,2026-05-20,22:09:01,31.7,78.5,42.7,5.7,17,6,26,",",",",HANGAT,2026-05-20 15:09:02.229309+00
434,2026-05-20,22:10:01,31.8,85,45.8,5.8,0,6,26,",",",",HANGAT,2026-05-20 15:10:02.176076+00
435,2026-05-20,22:11:01,31.9,85,46.2,5.9,0,6,26,",",",",HANGAT,2026-05-20 15:11:02.115635+00
436,2026-05-20,22:12:01,31.9,82,44.9,5.9,5,6,26,",",",",HANGAT,2026-05-20 15:12:02.133593+00
437,2026-05-20,22:13:01,32,83.3,45.8,6,0,6,26,",",",",HANGAT,2026-05-20 15:13:02.074982+00
438,2026-05-20,22:14:01,32,79.5,44.2,6,11,6,26,",",",",HANGAT,2026-05-20 15:14:02.222497+00
439,2026-05-20,22:15:01,31.9,79.6,43.8,5.9,12,6,26,",",",",HANGAT,2026-05-20 15:15:02.232981+00
